invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall,gender,age,payment_method
I115006,C328582,Food & Beverage,4,20.92,28-02-2022,Kanyon,Female,25.0,Cash
I430525,C658907,Food & Beverage,2,10.46,08-10-2021,Kanyon,Female,36.0,Credit Card
I274076,C318544,Food & Beverage,4,20.92,25-03-2022,Forum Istanbul,Female,40.0,Credit Card
I116479,C338698,Food & Beverage,3,15.69,21-02-2022,Mall of Istanbul,Female,31.0,Cash
I231445,C146510,Clothing,5,1500.4,21-08-2021,Metropol AVM,Female,51.0,Cash
I204941,C201156,Souvenir,3,35.19,17-03-2021,Mall of Istanbul,Male,69.0,Debit Card
I130750,C498989,Toys,5,179.2,14-02-2023,Forum Istanbul,Female,37.0,Cash
I234591,C442944,Technology,1,1050.0,03-05-2022,Kanyon,Female,59.0,Debit Card
I249317,C137468,Clothing,4,1200.32,11-02-2021,Mall of Istanbul,Female,68.0,Debit Card
I178408,C237980,Clothing,3,900.24,20-02-2023,Mall of Istanbul,Male,49.0,Cash
I145957,C708510,Clothing,4,1200.32,26-09-2021,Cevahir AVM,Female,23.0,Credit Card
I116672,C145626,Clothing,3,900.24,03-01-2021,Mall of Istanbul,Female,61.0,Credit Card
I274148,C176425,Food & Beverage,1,5.23,04-02-2022,Metrocity,Female,52.0,Debit Card
I154721,C150058,Cosmetics,5,203.3,01-10-2021,Metrocity,Male,33.0,Debit Card
I107188,C159297,Food & Beverage,4,20.92,17-12-2022,Istinye Park,Female,21.0,Cash
I100735,C107829,Souvenir,4,46.92,02-02-2022,Metropol AVM,Female,44.0,Debit Card
I175130,C715295,Food & Beverage,3,15.69,21-01-2023,Mall of Istanbul,Male,37.0,Cash
I630852,C240339,Food & Beverage,2,10.46,14-12-2022,Forum Istanbul,Female,67.0,Debit Card
I259277,C355612,Toys,3,107.52,11-08-2021,Metrocity,Female,34.0,Credit Card
I271769,C248629,Cosmetics,5,203.3,03-02-2023,Mall of Istanbul,Female,47.0,Credit Card
I253375,C121526,Shoes,5,3000.85,29-12-2022,Metrocity,Male,48.0,Cash
I314355,C126815,Souvenir,3,35.19,09-07-2021,Zorlu Center,Male,48.0,Cash
I108644,C296713,Clothing,5,1500.4,27-01-2023,Kanyon,Female,47.0,Credit Card
I168850,C573013,Souvenir,1,11.73,01-03-2022,Viaport Outlet,Female,20.0,Credit Card
I313080,C592075,Cosmetics,5,203.3,21-09-2022,Kanyon,Male,65.0,Credit Card
I316612,C449777,Clothing,3,900.24,19-08-2021,Metropol AVM,Male,55.0,Cash
I543223,C218752,Books,4,60.6,03-12-2022,Mall of Istanbul,Male,43.0,Cash
I262655,C966142,Shoes,2,1200.34,31-12-2021,Istinye Park,Male,62.0,Debit Card
I167458,C213737,Books,4,60.6,12-01-2021,Kanyon,Male,61.0,Cash
I156765,C267721,Cosmetics,3,121.98,22-11-2022,Metrocity,Male,28.0,Debit Card
I115102,C106131,Cosmetics,3,121.98,13-12-2021,Metrocity,Male,59.0,Debit Card
I224078,C860512,Books,2,30.3,05-10-2022,Zorlu Center,Male,57.0,Debit Card
I225492,C296620,Clothing,2,600.16,07-03-2021,Istinye Park,Female,50.0,Debit Card
I330119,C104500,Souvenir,5,58.65,15-06-2022,Kanyon,Female,58.0,Cash
I200408,C210824,Souvenir,3,35.19,06-01-2022,Cevahir AVM,Female,30.0,Debit Card
I147656,C281073,Clothing,3,900.24,16-01-2023,Metrocity,Female,55.0,Credit Card
I258456,C105860,Shoes,2,1200.34,11-04-2021,Metropol AVM,Female,37.0,Cash
I959282,C176925,Clothing,2,600.16,13-06-2021,Mall of Istanbul,Female,52.0,Cash
I332330,C260817,Souvenir,4,46.92,29-10-2022,Viaport Outlet,Female,60.0,Credit Card
I218263,C130755,Technology,5,5250.0,05-11-2022,Istinye Park,Female,41.0,Cash
I311770,C142151,Shoes,5,3000.85,05-06-2022,Cevahir AVM,Female,53.0,Cash
I128418,C184418,Technology,5,5250.0,22-12-2022,Metrocity,Female,63.0,Cash
I337570,C142039,Clothing,5,1500.4,24-06-2022,Istinye Park,Female,18.0,Debit Card
I268982,C225328,Clothing,4,1200.32,14-01-2021,Kanyon,Female,67.0,Cash
I316950,C323041,Clothing,4,1200.32,12-06-2021,Mall of Istanbul,Female,67.0,Debit Card
I199844,C309733,Cosmetics,5,203.3,08-03-2022,Kanyon,Female,50.0,Cash
I123998,C149102,Cosmetics,4,162.64,10-06-2021,Metropol AVM,Female,53.0,Cash
I332242,C269392,Technology,3,3150.0,20-03-2021,Zorlu Center,Female,28.0,Cash
I370998,C690728,Clothing,1,300.08,31-05-2021,Mall of Istanbul,Male,41.0,Cash
I723638,C739178,Clothing,2,600.16,25-08-2021,Kanyon,Male,66.0,Cash
I909616,C311597,Food & Beverage,5,26.15,25-01-2022,Viaport Outlet,Male,45.0,Cash
I135195,C268128,Clothing,4,1200.32,28-10-2022,Mall of Istanbul,Male,44.0,Cash
I179482,C230703,Food & Beverage,2,10.46,12-07-2021,Kanyon,Female,69.0,Credit Card
I924055,C267550,Food & Beverage,4,20.92,15-08-2021,Mall of Istanbul,Female,32.0,Credit Card
I217008,C153747,Clothing,3,900.24,03-05-2021,Emaar Square Mall,Male,48.0,Credit Card
I261686,C447442,Food & Beverage,4,20.92,24-03-2022,Kanyon,Female,19.0,Cash
I133449,C834188,Food & Beverage,5,26.15,14-09-2022,Metrocity,Female,68.0,Cash
I109582,C276803,Clothing,2,600.16,25-03-2021,Istinye Park,Male,36.0,Credit Card
I260132,C187351,Cosmetics,1,40.66,14-09-2022,Metropol AVM,Male,30.0,Credit Card
I154619,C114323,Toys,1,35.84,10-03-2021,Mall of Istanbul,Female,37.0,Credit Card
I114236,C307404,Food & Beverage,4,20.92,06-08-2022,Metrocity,Female,36.0,Cash
I292633,C144402,Clothing,3,900.24,06-08-2021,Kanyon,Female,26.0,Debit Card
I918446,C145760,Cosmetics,5,203.3,04-03-2022,Viaport Outlet,Male,21.0,Cash
I201021,C151560,Food & Beverage,1,5.23,28-04-2022,Kanyon,Female,44.0,Credit Card
I167153,C818592,Clothing,2,600.16,08-10-2021,Istinye Park,Male,61.0,Credit Card
I306362,C113306,Clothing,4,1200.32,06-11-2021,Istinye Park,Male,21.0,Cash
I159872,C335564,Clothing,4,1200.32,02-04-2022,Metrocity,Male,61.0,Cash
I447197,C602930,Books,3,45.45,10-01-2021,Metrocity,Female,37.0,Debit Card
I657827,C287708,Toys,5,179.2,27-10-2022,Viaport Outlet,Female,68.0,Cash
I972825,C299423,Clothing,2,600.16,02-04-2021,Kanyon,Male,26.0,Cash
I182543,C283686,Souvenir,5,58.65,15-04-2022,Forum Istanbul,Female,19.0,Debit Card
I282422,C371811,Clothing,2,600.16,17-02-2021,Istinye Park,Female,28.0,Debit Card
I309692,C159916,Shoes,5,3000.85,01-04-2021,Emaar Square Mall,Female,60.0,Credit Card
I227160,C428427,Clothing,3,900.24,10-08-2022,Cevahir AVM,Female,26.0,Debit Card
I502659,C210958,Technology,2,2100.0,19-06-2022,Mall of Istanbul,Male,34.0,Credit Card
I197185,C148253,Food & Beverage,3,15.69,10-09-2021,Cevahir AVM,Male,40.0,Cash
I338863,C119914,Clothing,2,600.16,13-11-2021,Mall of Istanbul,Female,35.0,Credit Card
I683611,C240040,Food & Beverage,5,26.15,02-06-2022,Metropol AVM,Male,58.0,Cash
I478540,C703353,Toys,1,35.84,03-02-2022,Cevahir AVM,Female,39.0,Credit Card
I182300,C145651,Clothing,4,1200.32,16-07-2022,Metropol AVM,Female,67.0,Cash
I356966,C279944,Clothing,3,900.24,26-06-2022,Mall of Istanbul,Female,66.0,Credit Card
I115528,C335808,Food & Beverage,2,10.46,16-08-2022,Metropol AVM,Male,30.0,Cash
I280426,C258000,Food & Beverage,3,15.69,06-12-2021,Metrocity,Female,45.0,Cash
I108780,C225218,Technology,1,1050.0,03-01-2023,Kanyon,Female,35.0,Cash
I854901,C559473,Shoes,2,1200.34,12-06-2022,Forum Istanbul,Male,35.0,Credit Card
I324203,C330112,Clothing,3,900.24,09-04-2022,Metropol AVM,Female,68.0,Credit Card
I267411,C197329,Shoes,2,1200.34,01-02-2021,Mall of Istanbul,Female,26.0,Debit Card
I741309,C303212,Food & Beverage,2,10.46,30-11-2022,Cevahir AVM,Female,21.0,Cash
I216045,C168612,Shoes,4,2400.68,24-01-2022,Metropol AVM,Male,20.0,Cash
I644610,C284251,Cosmetics,2,81.32,26-09-2021,Metropol AVM,Female,26.0,Credit Card
I289172,C181585,Clothing,2,600.16,06-06-2022,Metrocity,Female,28.0,Credit Card
I149631,C254024,Clothing,3,900.24,26-07-2022,Kanyon,Male,59.0,Credit Card
I323598,C109148,Shoes,1,600.17,02-03-2022,Metrocity,Male,64.0,Cash
I255845,C235496,Toys,1,35.84,07-05-2021,Metropol AVM,Female,58.0,Cash
I285428,C305425,Cosmetics,5,203.3,04-03-2022,Istinye Park,Male,64.0,Cash
I825913,C294849,Clothing,5,1500.4,26-10-2022,Mall of Istanbul,Male,58.0,Debit Card
I139213,C281360,Clothing,2,600.16,23-11-2022,Istinye Park,Female,47.0,Credit Card
I141788,C204233,Clothing,3,900.24,26-07-2021,Mall of Istanbul,Male,66.0,Credit Card
I569110,C741571,Toys,1,35.84,13-05-2022,Metrocity,Female,54.0,Cash
I310764,C272462,Clothing,1,300.08,28-07-2022,Metrocity,Male,27.0,Cash
I102721,C102359,Toys,3,107.52,09-07-2022,Metrocity,Male,57.0,Credit Card
I204158,C272998,Toys,1,35.84,22-11-2021,Viaport Outlet,Female,65.0,Credit Card
I733224,C318822,Clothing,3,900.24,02-06-2021,Metropol AVM,Male,35.0,Cash
I253706,C218834,Toys,2,71.68,27-08-2022,Mall of Istanbul,Female,34.0,Debit Card
I179058,C433955,Technology,4,4200.0,06-11-2021,Mall of Istanbul,Female,24.0,Credit Card
I221631,C194404,Clothing,5,1500.4,02-11-2022,Metropol AVM,Female,22.0,Debit Card
I338742,C156010,Toys,2,71.68,21-08-2021,Cevahir AVM,Male,46.0,Cash
I122485,C125048,Cosmetics,1,40.66,12-07-2021,Metrocity,Male,23.0,Credit Card
I331958,C316889,Food & Beverage,1,5.23,16-05-2021,Zorlu Center,Male,61.0,Cash
I826511,C324895,Shoes,4,2400.68,02-05-2021,Forum Istanbul,Female,61.0,Cash
I308519,C207786,Cosmetics,5,203.3,24-01-2023,Mall of Istanbul,Female,68.0,Credit Card
I137813,C137559,Food & Beverage,4,20.92,12-10-2022,Metropol AVM,Male,66.0,Credit Card
I134839,C245811,Food & Beverage,2,10.46,28-12-2021,Kanyon,Female,61.0,Cash
I339014,C128115,Food & Beverage,3,15.69,18-01-2022,Viaport Outlet,Female,24.0,Credit Card
I326773,C663082,Clothing,5,1500.4,26-04-2021,Kanyon,Male,54.0,Cash
I676953,C200083,Cosmetics,2,81.32,17-03-2021,Cevahir AVM,Male,63.0,Cash
I134148,C148545,Clothing,3,900.24,30-08-2021,Emaar Square Mall,Female,50.0,Credit Card
I274448,C288663,Food & Beverage,3,15.69,07-03-2023,Forum Istanbul,Female,23.0,Cash
I174241,C236494,Clothing,1,300.08,16-05-2022,Metrocity,Male,61.0,Credit Card
I766054,C165612,Clothing,4,1200.32,02-07-2021,Emaar Square Mall,Female,24.0,Credit Card
I250842,C278401,Toys,4,143.36,05-03-2022,Kanyon,Female,48.0,Cash
I161811,C242496,Food & Beverage,4,20.92,08-05-2021,Metropol AVM,Female,41.0,Cash
I317937,C229137,Clothing,3,900.24,26-07-2022,Forum Istanbul,Male,24.0,Cash
I386563,C258375,Clothing,1,300.08,05-09-2021,Mall of Istanbul,Female,36.0,Cash
I471551,C305472,Clothing,5,1500.4,17-07-2022,Emaar Square Mall,Male,24.0,Cash
I316056,C247455,Clothing,3,900.24,16-09-2022,Metrocity,Female,38.0,Debit Card
I205099,C918580,Toys,5,179.2,14-08-2022,Mall of Istanbul,Male,45.0,Debit Card
I391615,C219598,Shoes,3,1800.51,03-01-2023,Viaport Outlet,Male,67.0,Credit Card
I191678,C128475,Clothing,1,300.08,26-01-2023,Emaar Square Mall,Female,60.0,Credit Card
I197485,C762577,Clothing,3,900.24,03-02-2023,Kanyon,Female,36.0,Debit Card
I334902,C220825,Shoes,4,2400.68,21-06-2021,Istinye Park,Female,56.0,Cash
I173467,C213392,Clothing,1,300.08,25-05-2021,Mall of Istanbul,Male,31.0,Credit Card
I306015,C138232,Cosmetics,3,121.98,07-03-2021,Kanyon,Male,68.0,Cash
I545654,C836878,Food & Beverage,4,20.92,15-08-2022,Kanyon,Female,54.0,Cash
I158384,C982867,Clothing,2,600.16,21-07-2021,Mall of Istanbul,Male,23.0,Credit Card
I142003,C138877,Toys,3,107.52,29-12-2022,Forum Istanbul,Male,23.0,Credit Card
I293771,C313207,Toys,3,107.52,17-07-2021,Zorlu Center,Male,25.0,Debit Card
I477101,C143665,Souvenir,3,35.19,03-08-2022,Forum Istanbul,Female,19.0,Debit Card
I447913,C335008,Cosmetics,4,162.64,23-10-2021,Mall of Istanbul,Male,62.0,Credit Card
I979153,C288811,Technology,4,4200.0,14-01-2022,Kanyon,Female,65.0,Cash
I288084,C619978,Shoes,2,1200.34,29-08-2021,Kanyon,Female,36.0,Cash
I768380,C907586,Clothing,1,300.08,07-02-2022,Viaport Outlet,Female,22.0,Cash
I335847,C137026,Food & Beverage,1,5.23,07-08-2022,Mall of Istanbul,Female,65.0,Cash
I298502,C946714,Clothing,4,1200.32,27-01-2023,Mall of Istanbul,Female,26.0,Credit Card
I528868,C108614,Toys,1,35.84,04-10-2022,Emaar Square Mall,Female,34.0,Credit Card
I217159,C607903,Clothing,2,600.16,30-01-2023,Mall of Istanbul,Female,44.0,Credit Card
I342740,C285875,Cosmetics,3,121.98,18-01-2023,Kanyon,Female,55.0,Debit Card
I378817,C280398,Toys,1,35.84,18-02-2022,Kanyon,Female,29.0,Debit Card
I233655,C183247,Clothing,4,1200.32,11-11-2021,Forum Istanbul,Female,22.0,Debit Card
I495637,C306435,Food & Beverage,4,20.92,12-02-2023,Zorlu Center,Female,53.0,Cash
I264760,C334676,Toys,3,107.52,27-06-2022,Metrocity,Female,69.0,Credit Card
I534258,C237451,Shoes,1,600.17,09-12-2021,Mall of Istanbul,Male,24.0,Credit Card
I228747,C151977,Shoes,4,2400.68,07-09-2022,Forum Istanbul,Female,59.0,Cash
I163770,C262381,Cosmetics,1,40.66,31-10-2021,Mall of Istanbul,Male,53.0,Credit Card
I143916,C106954,Clothing,1,300.08,25-08-2022,Istinye Park,Male,55.0,Cash
I158657,C309804,Cosmetics,2,81.32,20-06-2021,Mall of Istanbul,Male,41.0,Cash
I494794,C272762,Clothing,1,300.08,18-08-2021,Kanyon,Male,42.0,Cash
I318268,C412976,Souvenir,1,11.73,11-05-2022,Kanyon,Female,39.0,Credit Card
I941039,C256457,Clothing,4,1200.32,20-01-2023,Istinye Park,Female,68.0,Credit Card
I210732,C290210,Food & Beverage,4,20.92,12-02-2023,Istinye Park,Female,56.0,Credit Card
I283789,C299917,Cosmetics,1,40.66,17-05-2021,Kanyon,Female,33.0,Cash
I799795,C197636,Books,4,60.6,30-03-2022,Kanyon,Male,56.0,Credit Card
I300649,C128730,Shoes,1,600.17,07-06-2021,Mall of Istanbul,Female,35.0,Cash
I884632,C609891,Shoes,3,1800.51,26-05-2021,Kanyon,Female,31.0,Cash
I280147,C240308,Cosmetics,1,40.66,06-12-2021,Mall of Istanbul,Male,43.0,Credit Card
I239751,C797865,Clothing,1,300.08,19-10-2022,Zorlu Center,Female,59.0,Debit Card
I320720,C216338,Clothing,5,1500.4,23-08-2021,Metrocity,Male,65.0,Credit Card
I204044,C292194,Cosmetics,2,81.32,26-04-2021,Kanyon,Female,63.0,Cash
I246989,C272145,Clothing,3,900.24,23-12-2021,Zorlu Center,Female,38.0,Cash
I288760,C173844,Clothing,4,1200.32,29-04-2021,Emaar Square Mall,Male,24.0,Credit Card
I214591,C260107,Cosmetics,3,121.98,02-02-2021,Istinye Park,Male,64.0,Debit Card
I740145,C121918,Clothing,5,1500.4,01-06-2021,Istinye Park,Female,36.0,Debit Card
I188049,C160149,Food & Beverage,4,20.92,14-09-2021,Cevahir AVM,Female,22.0,Cash
I265477,C147703,Clothing,1,300.08,13-01-2023,Istinye Park,Male,51.0,Cash
I357532,C543933,Souvenir,3,35.19,18-11-2022,Metropol AVM,Female,54.0,Debit Card
I116014,C273447,Cosmetics,1,40.66,24-01-2023,Zorlu Center,Female,49.0,Debit Card
I302318,C115526,Clothing,1,300.08,07-06-2021,Kanyon,Female,32.0,Debit Card
I578182,C272347,Clothing,4,1200.32,17-09-2022,Kanyon,Female,26.0,Cash
I273873,C143869,Technology,1,1050.0,23-02-2023,Zorlu Center,Female,25.0,Credit Card
I252507,C324225,Shoes,3,1800.51,25-05-2021,Kanyon,Male,31.0,Credit Card
I156176,C158413,Food & Beverage,1,5.23,15-09-2021,Kanyon,Female,48.0,Cash
I183379,C201989,Food & Beverage,3,15.69,26-07-2021,Istinye Park,Female,47.0,Credit Card
I769746,C177597,Books,5,75.75,19-05-2021,Mall of Istanbul,Male,19.0,Cash
I172702,C263964,Clothing,5,1500.4,04-11-2021,Viaport Outlet,Male,49.0,Cash
I116469,C240189,Cosmetics,4,162.64,27-01-2021,Istinye Park,Female,22.0,Cash
I244714,C120189,Food & Beverage,5,26.15,01-03-2023,Mall of Istanbul,Male,29.0,Cash
I733733,C254529,Cosmetics,1,40.66,17-01-2022,Metrocity,Male,27.0,Cash
I226752,C366100,Technology,3,3150.0,04-04-2021,Viaport Outlet,Male,69.0,Credit Card
I550392,C305093,Clothing,1,300.08,01-05-2022,Forum Istanbul,Female,40.0,Credit Card
I125627,C252886,Shoes,3,1800.51,06-07-2022,Metropol AVM,Female,24.0,Cash
I112048,C419768,Clothing,3,900.24,23-01-2023,Metropol AVM,Male,20.0,Debit Card
I177782,C108821,Books,2,30.3,12-07-2021,Kanyon,Male,62.0,Credit Card
I224651,C919127,Toys,5,179.2,12-04-2021,Viaport Outlet,Female,31.0,Cash
I152100,C140055,Shoes,1,600.17,29-07-2022,Metrocity,Male,60.0,Credit Card
I157119,C104579,Clothing,5,1500.4,07-04-2022,Kanyon,Female,42.0,Cash
I222910,C219059,Toys,4,143.36,26-03-2022,Viaport Outlet,Female,55.0,Debit Card
I209231,C258159,Technology,1,1050.0,09-09-2021,Metrocity,Female,51.0,Credit Card
I446183,C411899,Souvenir,1,11.73,28-02-2022,Metropol AVM,Male,50.0,Credit Card
I306746,C295777,Cosmetics,2,81.32,26-01-2022,Istinye Park,Male,48.0,Debit Card
I362416,C119461,Clothing,2,600.16,14-07-2021,Metrocity,Female,24.0,Credit Card
I160549,C829141,Clothing,4,1200.32,17-11-2022,Metropol AVM,Female,58.0,Cash
I248729,C133419,Food & Beverage,2,10.46,18-10-2021,Kanyon,Female,34.0,Credit Card
I907229,C744298,Technology,3,3150.0,05-09-2021,Forum Istanbul,Female,41.0,Cash
I762293,C396924,Cosmetics,4,162.64,20-08-2022,Emaar Square Mall,Male,38.0,Debit Card
I290993,C248298,Shoes,4,2400.68,29-07-2021,Kanyon,Male,62.0,Debit Card
I666412,C226114,Books,5,75.75,21-06-2021,Istinye Park,Female,67.0,Debit Card
I247300,C575685,Toys,4,143.36,09-02-2023,Viaport Outlet,Female,58.0,Debit Card
I314811,C196432,Clothing,1,300.08,10-04-2021,Metrocity,Female,68.0,Cash
I940475,C150642,Food & Beverage,2,10.46,23-04-2022,Mall of Istanbul,Female,24.0,Credit Card
I256466,C152002,Clothing,1,300.08,30-08-2022,Mall of Istanbul,Male,48.0,Credit Card
I338384,C265738,Technology,5,5250.0,12-01-2023,Kanyon,Female,47.0,Cash
I317229,C142208,Food & Beverage,1,5.23,02-09-2022,Mall of Istanbul,Female,43.0,Credit Card
I270920,C174885,Toys,4,143.36,17-09-2021,Metropol AVM,Female,64.0,Cash
I617062,C186156,Technology,2,2100.0,16-06-2022,Metrocity,Female,52.0,Debit Card
I249828,C321123,Clothing,1,300.08,17-05-2022,Viaport Outlet,Female,32.0,Credit Card
I795164,C191491,Souvenir,3,35.19,22-02-2022,Mall of Istanbul,Male,64.0,Cash
I301361,C192819,Shoes,1,600.17,05-01-2021,Istinye Park,Female,63.0,Cash
I322457,C561510,Clothing,5,1500.4,12-10-2022,Cevahir AVM,Female,35.0,Credit Card
I834992,C187282,Technology,1,1050.0,29-04-2021,Metrocity,Female,44.0,Debit Card
I196042,C315526,Clothing,1,300.08,12-12-2022,Istinye Park,Female,54.0,Cash
I111118,C232026,Food & Beverage,4,20.92,03-11-2022,Istinye Park,Male,62.0,Debit Card
I168493,C270735,Food & Beverage,4,20.92,16-12-2022,Mall of Istanbul,Male,28.0,Debit Card
I758571,C339042,Cosmetics,1,40.66,11-02-2022,Metropol AVM,Male,64.0,Debit Card
I335541,C256301,Shoes,3,1800.51,02-08-2021,Kanyon,Male,23.0,Cash
I423150,C101646,Clothing,2,600.16,14-11-2022,Forum Istanbul,Male,68.0,Debit Card
I219428,C208838,Toys,4,143.36,17-09-2021,Metrocity,Female,40.0,Cash
I442054,C126346,Cosmetics,3,121.98,27-12-2021,Kanyon,Female,48.0,Cash
I603047,C331851,Shoes,2,1200.34,08-10-2022,Metropol AVM,Male,54.0,Debit Card
I117785,C113968,Technology,4,4200.0,08-01-2021,Metrocity,Male,60.0,Credit Card
I257391,C180532,Food & Beverage,4,20.92,05-05-2022,Metropol AVM,Female,33.0,Cash
I319795,C203846,Books,3,45.45,02-09-2022,Metrocity,Female,30.0,Cash
I822053,C270350,Food & Beverage,5,26.15,25-01-2021,Zorlu Center,Male,39.0,Debit Card
I229072,C304532,Clothing,4,1200.32,15-04-2021,Metropol AVM,Female,37.0,Debit Card
I220091,C238661,Cosmetics,3,121.98,20-02-2021,Zorlu Center,Female,38.0,Debit Card
I275623,C312824,Clothing,5,1500.4,02-09-2022,Viaport Outlet,Male,29.0,Credit Card
I189899,C683703,Food & Beverage,4,20.92,30-06-2021,Emaar Square Mall,Female,51.0,Credit Card
I202043,C100019,Toys,1,35.84,25-07-2021,Metrocity,Female,21.0,Credit Card
I179044,C117455,Souvenir,4,46.92,22-04-2021,Metropol AVM,Male,19.0,Cash
I146384,C107169,Clothing,3,900.24,14-02-2022,Metrocity,Female,33.0,Cash
I339425,C236636,Cosmetics,5,203.3,06-03-2022,Istinye Park,Female,30.0,Cash
I104444,C209086,Toys,5,179.2,21-07-2021,Mall of Istanbul,Female,21.0,Cash
I149873,C279310,Food & Beverage,2,10.46,14-08-2021,Metrocity,Male,47.0,Cash
I846931,C324073,Clothing,1,300.08,21-09-2021,Metropol AVM,Female,63.0,Credit Card
I132244,C182769,Shoes,1,600.17,15-02-2023,Metropol AVM,Male,54.0,Cash
I294353,C224719,Food & Beverage,3,15.69,28-10-2021,Metropol AVM,Female,38.0,Credit Card
I295473,C303567,Clothing,4,1200.32,11-04-2021,Kanyon,Female,47.0,Cash
I152217,C542030,Shoes,4,2400.68,05-07-2022,Kanyon,Female,32.0,Cash
I444838,C579018,Toys,4,143.36,04-06-2022,Metropol AVM,Female,19.0,Credit Card
I237255,C338429,Clothing,5,1500.4,24-09-2022,Mall of Istanbul,Female,63.0,Credit Card
I135567,C882930,Clothing,5,1500.4,22-09-2021,Metropol AVM,Male,57.0,Cash
I168159,C339959,Clothing,2,600.16,07-11-2021,Metropol AVM,Male,55.0,Credit Card
I135928,C253992,Food & Beverage,1,5.23,15-06-2022,Istinye Park,Female,30.0,Credit Card
I276210,C188804,Souvenir,2,23.46,28-02-2023,Mall of Istanbul,Male,24.0,Cash
I671331,C117116,Toys,5,179.2,19-10-2021,Forum Istanbul,Male,31.0,Debit Card
I165991,C166361,Technology,5,5250.0,16-07-2022,Istinye Park,Female,63.0,Cash
I222699,C104194,Books,5,75.75,21-12-2021,Metrocity,Female,60.0,Credit Card
I787365,C113334,Clothing,3,900.24,04-07-2021,Metrocity,Male,53.0,Credit Card
I470450,C202799,Cosmetics,1,40.66,06-08-2021,Kanyon,Male,68.0,Credit Card
I112989,C762311,Clothing,4,1200.32,04-05-2022,Kanyon,Female,68.0,Cash
I157477,C934057,Technology,2,2100.0,19-09-2021,Kanyon,Male,35.0,Debit Card
I305511,C210007,Food & Beverage,3,15.69,10-12-2021,Kanyon,Female,33.0,Debit Card
I110630,C219026,Shoes,4,2400.68,10-12-2021,Kanyon,Female,24.0,Debit Card
I675999,C223392,Clothing,1,300.08,14-07-2021,Metropol AVM,Male,36.0,Cash
I225623,C176423,Clothing,5,1500.4,20-01-2021,Kanyon,Male,37.0,Cash
I862648,C243779,Souvenir,5,58.65,23-08-2022,Viaport Outlet,Female,62.0,Debit Card
I301266,C312355,Cosmetics,5,203.3,06-05-2021,Kanyon,Female,62.0,Cash
I203708,C959371,Technology,5,5250.0,20-06-2021,Metrocity,Male,48.0,Credit Card
I272477,C333354,Shoes,1,600.17,06-08-2021,Mall of Istanbul,Male,40.0,Cash
I254330,C177526,Cosmetics,1,40.66,21-08-2022,Metropol AVM,Female,21.0,Credit Card
I168913,C307314,Books,4,60.6,07-11-2021,Viaport Outlet,Male,50.0,Debit Card
I194688,C101690,Food & Beverage,5,26.15,30-05-2021,Mall of Istanbul,Female,68.0,Cash
I880555,C340251,Cosmetics,5,203.3,19-01-2022,Mall of Istanbul,Male,48.0,Debit Card
I166485,C180853,Cosmetics,4,162.64,30-09-2022,Metropol AVM,Female,54.0,Credit Card
I292012,C304714,Clothing,1,300.08,18-08-2022,Istinye Park,Male,68.0,Credit Card
I145018,C147798,Technology,4,4200.0,14-10-2021,Kanyon,Female,24.0,Cash
I104570,C275405,Clothing,2,600.16,10-09-2022,Metropol AVM,Female,62.0,Cash
I325809,C290305,Toys,4,143.36,25-09-2021,Zorlu Center,Male,34.0,Credit Card
I666635,C296708,Souvenir,4,46.92,18-07-2021,Mall of Istanbul,Male,48.0,Debit Card
I227991,C255234,Cosmetics,3,121.98,30-05-2021,Cevahir AVM,Male,46.0,Cash
I112705,C121171,Shoes,1,600.17,01-06-2022,Kanyon,Male,51.0,Debit Card
I151885,C616915,Souvenir,4,46.92,12-11-2022,Metrocity,Female,55.0,Cash
I170471,C835872,Clothing,3,900.24,09-06-2022,Mall of Istanbul,Female,61.0,Credit Card
I853141,C113301,Souvenir,1,11.73,24-02-2021,Metropol AVM,Female,61.0,Credit Card
I230108,C608722,Food & Beverage,3,15.69,13-03-2021,Mall of Istanbul,Male,20.0,Cash
I163839,C158561,Shoes,3,1800.51,22-01-2021,Kanyon,Male,55.0,Debit Card
I209250,C282251,Toys,1,35.84,21-05-2021,Mall of Istanbul,Male,44.0,Credit Card
I275766,C311448,Toys,5,179.2,08-05-2021,Metrocity,Female,62.0,Credit Card
I202088,C295895,Food & Beverage,3,15.69,23-09-2022,Mall of Istanbul,Female,31.0,Credit Card
I311467,C242816,Food & Beverage,1,5.23,11-12-2022,Kanyon,Female,21.0,Debit Card
I117661,C268815,Clothing,2,600.16,11-07-2022,Metropol AVM,Female,19.0,Debit Card
I699421,C275965,Clothing,5,1500.4,03-03-2021,Cevahir AVM,Male,56.0,Cash
I224714,C192147,Clothing,5,1500.4,10-06-2022,Metropol AVM,Female,60.0,Cash
I115684,C233534,Toys,3,107.52,27-02-2021,Mall of Istanbul,Male,29.0,Credit Card
I325247,C169462,Books,1,15.15,29-09-2021,Metropol AVM,Female,58.0,Debit Card
I304711,C184471,Cosmetics,5,203.3,22-08-2021,Metrocity,Female,68.0,Debit Card
I182849,C261553,Clothing,5,1500.4,18-11-2022,Mall of Istanbul,Male,19.0,Cash
I153503,C277888,Books,2,30.3,25-02-2022,Mall of Istanbul,Male,45.0,Debit Card
I171864,C326377,Shoes,4,2400.68,01-08-2022,Metrocity,Female,57.0,Credit Card
